Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
616,James Rodríguez,co COL,"MF,FW",São Paulo,31,1991,7.1,402,486,82.7,6766,1931,213,230,92.6,130,148,87.8,46,79,58.2,2,1.2,1.1,0.8,14,65,5,0,65,Matches
617,Rodriguinho,br BRA,"DF,MF",América (MG),19,2003,13.9,471,642,73.4,7602,2700,262,296,88.5,150,197,76.1,41,96,42.7,3,2.8,3.2,0.2,21,27,20,9,36,Matches
618,Matías Rojas,py PAR,"MF,FW",Corinthians,27,1995,7,248,342,72.5,4179,1278,135,159,84.9,71,93,76.3,31,65,47.7,1,1,1.1,0,15,40,0,0,30,Matches
619,Romarinho,br BRA,"FW,MF",Fortaleza,28,1994,3.2,129,160,80.6,1949,402,78,87,89.7,36,44,81.8,10,12,83.3,0,0.9,0.9,-0.9,7,13,4,2,18,Matches
620,Ángel Romero,py PAR,FW,Corinthians,30,1992,13.3,352,493,71.4,5018,1452,208,245,84.9,110,155,71,17,36,47.2,1,2.6,1.9,-1.6,25,28,19,14,49,Matches
621,Silvio Romero,ar ARG,FW,Fortaleza,34,1988,4.4,54,81,66.7,771,155,33,43,76.7,12,20,60,4,6,66.7,1,1.2,0.5,-0.2,9,2,4,1,5,Matches
622,Rômulo,br BRA,"FW,MF",Ath Paranaense,20,2002,5.7,131,192,68.2,1821,449,85,105,81,35,50,70,5,12,41.7,0,0.1,0.2,-0.1,4,7,4,1,11,Matches
623,Romulo,br BRA,"MF,DF",Internacional,22,2000,13.5,521,629,82.8,8517,1957,242,278,87.1,242,269,90,23,46,50,0,0.2,0.3,-0.2,3,42,6,1,37,Matches
624,Ronald,br BRA,MF,Grêmio,19,2003,4.6,212,250,84.8,3691,1000,88,101,87.1,104,117,88.9,16,21,76.2,0,0.3,0.4,-0.3,5,19,1,0,21,Matches
625,Ronald,br BRA,MF,Cuiabá,25,1997,6.5,284,353,80.5,4459,1340,143,167,85.6,108,125,86.4,22,40,55,1,1,1,0,12,31,11,4,49,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
626,Budiga Roni,br BRA,MF,Corinthians,23,1999,7.5,356,411,86.6,5895,1525,170,185,91.9,151,172,87.8,26,36,72.2,0,0.3,0.2,-0.3,5,26,2,0,24,Matches
627,Lucas Ronier,br BRA,"FW,MF",Coritiba,18,2004,0.6,22,30,73.3,377,102,10,12,83.3,9,12,75,2,3,66.7,0,0,0,0,0,1,1,0,3,Matches
628,Rony,br BRA,FW,Palmeiras,27,1995,18.2,179,253,70.8,2564,452,114,146,78.1,44,62,71,13,19,68.4,0,1.6,1,-1.6,22,3,10,5,11,Matches
629,Vitor Roque,br BRA,FW,Ath Paranaense,17,2005,19,195,267,73,2515,390,128,158,81,49,59,83.1,4,9,44.4,3,1.2,0.9,1.8,18,12,6,0,22,Matches
630,Diego Rosa,br BRA,"MF,DF",Bahia,20,2002,2.7,110,140,78.6,1985,577,51,54,94.4,45,54,83.3,13,27,48.1,0,0,0.1,0,1,13,1,0,13,Matches
631,Rossi,br BRA,"MF,FW",Vasco da Gama,29,1993,4.4,101,175,57.7,1602,712,50,61,82,38,67,56.7,8,25,32,4,0.8,1.1,3.2,13,13,6,4,21,Matches
632,Agustín Rossi,ar ARG,GK,Flamengo,27,1995,15,394,512,77,10397,7214,85,85,100,183,185,98.9,124,238,52.1,0,0,0,0,0,10,1,0,0,Matches
633,Rubens,br BRA,"DF,MF",Atlético Mineiro,21,2001,15,596,772,77.2,9275,2800,318,363,87.6,231,286,80.8,32,65,49.2,1,1.1,0.9,-0.1,9,43,10,4,53,Matches
634,Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21,2001,2.7,68,104,65.4,1211,401,34,41,82.9,17,24,70.8,13,22,59.1,0,0.5,0.5,-0.5,10,5,2,1,10,Matches
635,Rwan,br BRA,"MF,FW",Vasco da Gama,21,2001,0.4,8,10,80,107,37,6,7,85.7,2,2,100,0,0,,0,0,0,0,0,1,1,0,3,Matches
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),28,1994,23.6,581,726,80,8702,1818,329,379,86.8,203,245,82.9,32,47,68.1,4,1.9,2.2,2.1,37,34,23,8,42,Matches
637,Arthur Sales,br BRA,"FW,MF",Bahia,20,2002,3.2,97,124,78.2,1271,229,63,69,91.3,26,36,72.2,4,6,66.7,0,0.3,0.4,-0.3,3,7,1,0,7,Matches
638,Andreas Samaris,gr GRE,MF,Coritiba,33,1989,2,83,92,90.2,1714,511,25,31,80.6,42,44,95.5,15,16,93.8,0,0,0,0,1,5,0,0,8,Matches
639,Philipe Sampaio,br BRA,DF,Botafogo (RJ),28,1994,5.5,270,309,87.4,5268,1794,73,80,91.3,168,182,92.3,24,39,61.5,0,0,0.1,0,1,11,1,1,16,Matches
640,Sander,br BRA,DF,Goiás,32,1990,17.1,755,1004,75.2,12955,5446,359,402,89.3,311,401,77.6,74,151,49,3,1.8,2.1,1.2,28,60,21,14,85,Matches
641,Sandry,br BRA,MF,Santos,20,2002,2.1,85,106,80.2,1778,470,32,34,94.1,33,42,78.6,18,26,69.2,0,0.1,0.1,-0.1,2,7,2,1,10,Matches
642,Alex Santana,br BRA,MF,Ath Paranaense,27,1995,11.1,378,434,87.1,6235,1530,194,212,91.5,144,160,90,30,42,71.4,0,0.2,0.3,-0.2,7,48,2,0,46,Matches
643,Santos,br BRA,GK,Flamengo,32,1990,5.4,162,194,83.5,3664,2083,31,31,100,99,101,98,29,59,49.2,0,0,0,0,0,2,0,0,2,Matches
644,Ademir Santos,br BRA,"FW,MF",Bahia,27,1995,19.3,415,610,68,6747,2162,223,274,81.4,132,180,73.3,43,90,47.8,1,2.1,2.4,-1.1,31,47,23,8,74,Matches
645,Allyson Aires dos Santos,br BRA,DF,Cuiabá,32,1990,12.6,452,503,89.9,8413,3156,176,186,94.6,222,239,92.9,50,70,71.4,0,0,0.1,0,1,15,1,0,17,Matches
646,Andrey Santos,br BRA,MF,Vasco da Gama,18,2004,4.7,107,138,77.5,1608,432,63,74,85.1,39,43,90.7,5,12,41.7,0,0.1,0.1,-0.1,2,10,1,0,14,Matches
647,Bruno Araújo dos Santos,br BRA,DF,Goiás,29,1993,5,166,217,76.5,2954,1033,75,85,88.2,75,97,77.3,15,23,65.2,0,0.2,0.4,-0.2,3,8,4,2,20,Matches
648,Eduardo Santos,br BRA,DF,Bragantino,25,1997,11.3,441,534,82.6,8483,3161,148,164,90.2,237,266,89.1,48,84,57.1,0,0,0.1,0,1,29,2,0,38,Matches
649,Fábio Santos,br BRA,DF,Corinthians,37,1985,18.6,935,1124,83.2,14698,5984,497,547,90.9,372,431,86.3,51,97,52.6,1,0.4,0.5,0.6,9,64,11,3,81,Matches
650,Juan Santos,br BRA,FW,São Paulo,20,2002,14.2,244,324,75.3,3187,728,152,180,84.4,66,95,69.5,9,12,75,1,2,1.8,-1,22,11,13,2,25,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
651,Júnior Santos,br BRA,FW,Botafogo (RJ),28,1994,24,534,730,73.2,7758,1651,325,387,84,164,224,73.2,29,53,54.7,1,2.3,2.3,-1.3,21,28,21,9,48,Matches
652,Kauan Santos,br BRA,FW,Palmeiras,18,2004,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
653,Luis Eduardo Marques dos Santos,br BRA,DF,Fortaleza,25,1997,4.3,166,215,77.2,2903,1371,78,90,86.7,64,88,72.7,22,31,71,0,0.3,0.3,-0.3,6,13,4,4,10,Matches
654,Matheus Santos,br BRA,"FW,MF",Goiás,24,1998,2.2,50,70,71.4,714,176,28,30,93.3,15,20,75,3,8,37.5,0,0,0.1,0,1,6,1,0,7,Matches
655,Pedrinho Santos,br BRA,"FW,MF",Corinthians,16,2006,6.9,163,222,73.4,2458,660,93,112,83,62,78,79.5,6,12,50,0,0.2,0.3,-0.2,6,13,4,1,21,Matches
656,Renzo Saravia,ar ARG,DF,Atlético Mineiro,29,1993,19,757,975,77.6,12105,4539,379,431,87.9,319,384,83.1,45,109,41.3,2,0.9,0.8,1.1,9,82,7,4,75,Matches
657,Eduardo Sasha,br BRA,"FW,MF",Bragantino,30,1992,24.8,507,693,73.2,7709,1484,275,338,81.4,162,214,75.7,41,62,66.1,3,4.3,2.9,-1.3,43,47,20,1,82,Matches
658,Lucas Sasha,br BRA,MF,Fortaleza,32,1990,11.3,451,529,85.3,7322,2063,222,250,88.8,186,205,90.7,32,50,64,1,0.3,0.3,0.7,10,59,2,0,60,Matches
659,Gustavo Sauer,br BRA,"FW,MF",Botafogo (RJ),29,1993,2.9,72,91,79.1,1108,328,42,46,91.3,23,26,88.5,4,11,36.4,1,0.4,0.3,0.6,4,6,4,1,13,Matches
660,Cleiton Schwengber,br BRA,GK,Bragantino,25,1997,33,705,1033,68.2,19760,14424,134,134,100,299,306,97.7,252,568,44.4,0,0,0.1,0,0,29,1,0,1,Matches
661,Luis Segovia,ec ECU,DF,Botafogo (RJ),25,1997,1.1,36,43,83.7,710,292,12,13,92.3,18,19,94.7,6,11,54.5,0,0,0,0,0,1,0,0,2,Matches
662,Matias Segovia,py PAR,FW,Botafogo (RJ),20,2003,7.2,253,328,77.1,4183,1072,139,159,87.4,80,108,74.1,25,41,61,1,1.5,1.4,-0.5,16,25,14,5,33,Matches
663,Sidimar,br BRA,DF,Goiás,30,1992,11.2,329,385,85.5,7101,2338,69,77,89.6,208,228,91.2,49,74,66.2,0,0.2,0.2,-0.2,4,11,3,0,20,Matches
664,Aderlan Silva,br BRA,DF,Bragantino,32,1990,15.8,792,1021,77.6,13487,5648,390,437,89.2,302,375,80.5,72,146,49.3,2,1.2,2,0.8,21,66,20,8,84,Matches
665,Gabriel Silva,br BRA,"FW,MF",Coritiba,20,2002,1,16,22,72.7,216,60,10,15,66.7,3,3,100,1,1,100,0,0,0,0,0,1,1,0,2,Matches
666,Lucas Silva,br BRA,MF,Cruzeiro,29,1993,16.4,752,929,80.9,14869,4139,274,307,89.3,341,385,88.6,122,186,65.6,2,2,2.3,0,46,105,16,2,127,Matches
667,Lucas Silva,br BRA,MF,Grêmio,29,1993,2.5,127,148,85.8,2042,533,65,71,91.5,52,60,86.7,8,11,72.7,0,0,0,0,1,13,0,0,14,Matches
668,Nathan Silva,br BRA,DF,Atlético Mineiro,25,1997,4,213,238,89.5,4459,1606,48,53,90.6,146,152,96.1,18,31,58.1,0,0.3,0.5,-0.3,1,9,0,0,15,Matches
669,Ricardo Silva,br BRA,DF,América (MG),30,1992,17.9,489,634,77.1,9700,3970,160,190,84.2,257,301,85.4,64,114,56.1,0,0.1,0.2,-0.1,2,35,1,0,44,Matches
670,Wellington Silva,br BRA,FW,Cuiabá,30,1993,14.8,317,409,77.5,5200,1272,169,195,86.7,119,148,80.4,23,39,59,2,2.7,2.8,-0.7,24,32,15,2,49,Matches
671,Maximiliano Silvera,uy URU,"MF,FW",Santos,25,1997,5,94,124,75.8,1197,188,60,70,85.7,25,35,71.4,2,5,40,1,0.3,0.7,0.7,2,4,2,0,10,Matches
672,Simioni,br BRA,MF,Goiás,19,2003,0.5,3,5,60,39,0,2,4,50,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
673,Jailson Siqueira,br BRA,"MF,DF",Palmeiras,27,1995,1.8,45,58,77.6,914,226,10,15,66.7,29,31,93.5,5,6,83.3,1,0.3,0.4,0.7,2,4,0,0,6,Matches
674,Islam Slimani,dz ALG,FW,Coritiba,34,1988,9.1,157,216,72.7,2028,244,98,121,81,40,58,69,6,12,50,2,1.3,0.6,0.7,8,12,2,1,12,Matches
675,Everton Soares,br BRA,"FW,MF",Flamengo,26,1996,19.3,540,701,77,7969,1841,319,355,89.9,188,233,80.7,20,70,28.6,5,3.7,5,1.3,39,23,36,4,75,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
676,Tiquinho Soares,br BRA,FW,Botafogo (RJ),32,1991,27.1,476,672,70.8,7459,1347,267,355,75.2,139,184,75.5,43,61,70.5,4,2.7,2.3,1.3,32,42,12,3,52,Matches
677,Fernando Sobral,br BRA,MF,Cuiabá,28,1994,21.1,702,925,75.9,11799,3520,352,400,88,243,315,77.1,79,137,57.7,2,1.4,1.6,0.6,15,100,23,5,103,Matches
678,Yeferson Soteldo,ve VEN,"FW,MF",Santos,25,1997,17.3,442,607,72.8,6888,2093,237,278,85.3,157,206,76.2,34,69,49.3,6,5.7,5.6,0.3,47,22,36,11,77,Matches
679,Yago Souza,br BRA,MF,América (MG),16,2006,0.2,6,6,100,69,16,5,5,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
680,Everaldo Stum,br BRA,FW,Bahia,31,1991,24.2,296,473,62.6,4271,1048,173,250,69.2,96,142,67.6,15,33,45.5,1,2.5,2.4,-1.5,28,33,20,4,56,Matches
681,Luis Suárez,uy URU,FW,Grêmio,36,1987,32,762,1091,69.8,10726,2614,461,605,76.2,209,288,72.6,42,70,60,11,6,6.6,5,52,57,38,2,107,Matches
682,Bruno Tabata,br BRA,"MF,FW",Palmeiras,25,1997,1.4,51,72,70.8,818,225,29,33,87.9,17,23,73.9,3,8,37.5,0,0.1,0.1,-0.1,1,6,3,0,11,Matches
683,Tadeu,br BRA,GK,Goiás,30,1992,35,837,1205,69.5,27478,20231,132,132,100,304,312,97.4,399,746,53.5,1,0.3,0.1,0.7,5,39,0,0,1,Matches
684,Talisson,br BRA,FW,Bragantino,20,2002,1.7,19,33,57.6,185,77,17,23,73.9,1,1,100,0,4,0,0,0,0,0,0,3,1,0,5,Matches
685,Tchê Tchê,br BRA,"MF,DF",Botafogo (RJ),30,1992,29.5,1115,1297,86,19526,5070,495,528,93.8,487,547,89,108,168,64.3,5,3.5,4.1,1.5,36,160,19,5,168,Matches
686,Alex Teixeira,br BRA,"FW,MF",Vasco da Gama,33,1990,12.6,251,306,82,3563,767,145,160,90.6,79,95,83.2,12,24,50,3,1.6,1.1,1.4,13,11,7,2,28,Matches
687,David Terans,uy URU,"MF,FW",Ath Paranaense,28,1994,4.4,102,139,73.4,1928,595,51,56,91.1,29,37,78.4,20,37,54.1,0,0.3,0.3,-0.3,8,14,2,1,12,Matches
688,Miguel Terceros,bo BOL,"MF,FW",Santos,18,2004,0.4,15,18,83.3,234,47,9,10,90,4,4,100,2,3,66.7,0,0.1,0.1,-0.1,2,0,0,0,1,Matches
689,Thaciano,br BRA,"MF,FW",Bahia,27,1995,32.1,880,1083,81.3,15190,3683,394,465,84.7,366,436,83.9,87,116,75,6,2.4,2.4,3.6,31,72,17,5,112,Matches
690,Thiago,br BRA,"FW,MF",Ath Paranaense,22,2000,2.5,69,82,84.1,1047,170,32,38,84.2,31,33,93.9,4,5,80,0,0.1,0.1,-0.1,1,5,2,0,6,Matches
691,Guilherme Tinga,br BRA,DF,Fortaleza,29,1993,28.7,1064,1545,68.9,20608,7738,415,510,81.4,479,654,73.2,154,297,51.9,0,1.8,1.8,-1.8,30,88,33,14,119,Matches
692,Titi,br BRA,DF,Fortaleza,34,1988,31.6,1184,1413,83.8,23121,9784,403,450,89.6,642,698,92,127,232,54.7,1,0.4,0.6,0.6,5,84,2,0,106,Matches
693,Stênio Toledo,br BRA,"FW,MF",Cruzeiro,19,2003,3.2,87,116,75,1204,256,61,73,83.6,24,31,77.4,1,3,33.3,0,0.4,0.3,-0.4,4,6,3,1,7,Matches
694,Uendel,br BRA,DF,Cuiabá,34,1988,4,109,146,74.7,1787,759,62,68,91.2,37,48,77.1,10,23,43.5,0,0,0.1,0,0,8,3,3,8,Matches
695,Júnior Urso,br BRA,MF,Coritiba,33,1989,3.3,109,122,89.3,2056,457,40,45,88.9,57,61,93.4,10,12,83.3,0,0.1,0,-0.1,2,10,0,0,13,Matches
696,Bruno Uvini,br BRA,DF,Grêmio,31,1991,16.1,390,516,75.6,6662,2565,160,207,77.3,194,233,83.3,24,53,45.3,0,0.7,0.5,-0.7,3,25,1,0,39,Matches
697,Enner Valencia,ec ECU,FW,Internacional,33,1989,16,197,273,72.2,2758,370,118,147,80.3,55,78,70.5,13,18,72.2,1,1,1.1,0,16,10,10,3,16,Matches
698,Vanderlan,br BRA,DF,Palmeiras,20,2002,10.1,261,368,70.9,4239,1483,129,149,86.6,110,145,75.9,17,43,39.5,2,1.3,1.1,0.7,7,12,8,5,21,Matches
699,Rodrigo Varanda,br BRA,"FW,MF",América (MG),20,2003,5.7,136,173,78.6,1767,505,81,90,90,38,52,73.1,4,8,50,1,1.2,0.9,-0.2,9,16,6,2,20,Matches
700,Guillermo Varela,uy URU,DF,Flamengo,29,1993,2.6,132,152,86.8,2097,578,74,76,97.4,46,53,86.8,9,17,52.9,0,0,0.1,0,0,13,3,3,14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
701,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,33,1989,5.2,127,159,79.9,2152,315,69,78,88.5,39,51,76.5,14,22,63.6,0,1.1,0.4,-1.1,11,11,3,1,11,Matches
702,Pablo Vegetti,ar ARG,FW,Vasco da Gama,34,1988,19.9,209,351,59.5,2815,453,125,173,72.3,56,111,50.5,7,13,53.8,1,0.8,0.6,0.2,7,14,3,0,17,Matches
703,Raphael Veiga,br BRA,MF,Palmeiras,27,1995,27.3,895,1211,73.9,17382,5818,387,438,88.4,345,435,79.3,145,272,53.3,7,7.1,8,-0.1,83,129,33,14,186,Matches
704,Fausto Vera,ar ARG,MF,Corinthians,22,2000,15.3,694,824,84.2,11960,3062,332,367,90.5,286,325,88,63,93,67.7,2,1.4,1,0.6,8,76,6,1,70,Matches
705,Patrick Verhon,br BRA,FW,Bahia,18,2004,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
706,Lucas Veríssimo,br BRA,DF,Corinthians,27,1995,14.5,704,786,89.6,13264,5281,244,269,90.7,396,428,92.5,61,80,76.3,2,0.6,0.6,1.4,4,31,0,0,32,Matches
707,Bruno Viana,br BRA,DF,Coritiba,27,1995,9,356,427,83.4,7430,3279,121,134,90.3,173,199,86.9,58,85,68.2,0,0,0.1,0,0,21,1,0,26,Matches
708,Marcos Victor,br BRA,DF,Bahia,21,2001,0.1,10,10,100,158,20,6,6,100,3,3,100,1,1,100,0,0,0,0,0,1,0,0,0,Matches
709,Paulo Victor,br BRA,DF,Vasco da Gama,21,2001,0.1,0,1,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,Matches
710,Arturo Vidal,cl CHI,MF,Ath Paranaense,35,1987,4.2,143,179,79.9,2290,481,73,83,88,55,64,85.9,10,18,55.6,0,0.3,0.2,-0.3,5,14,1,1,14,Matches
711,Arturo Vidal,cl CHI,"MF,DF",Flamengo,35,1987,2.8,183,206,88.8,2822,625,98,104,94.2,68,71,95.8,10,16,62.5,0,0.1,0.3,-0.1,2,21,3,0,17,Matches
712,Felipe Vieira,,DF,Fluminense,,,2.3,88,106,83,1239,322,53,59,89.8,28,30,93.3,5,10,50,0,0.1,0,-0.1,3,7,1,0,8,Matches
713,Luan Vieira,br BRA,"FW,MF",Grêmio,29,1993,0.6,37,46,80.4,547,162,25,27,92.6,8,11,72.7,3,7,42.9,0,0,0.1,0,0,4,2,0,7,Matches
714,Gustavo Vilar,br BRA,DF,Coritiba,22,2000,1,50,59,84.7,1023,279,14,17,82.4,27,32,84.4,9,10,90,0,0,0,0,0,3,0,0,1,Matches
715,Pedro Vilhena,br BRA,FW,São Paulo,20,2002,0.2,13,17,76.5,175,18,9,11,81.8,4,6,66.7,0,0,,0,0,0,0,0,1,0,0,2,Matches
716,Mathías Villasanti,py PAR,MF,Grêmio,26,1997,29.4,1199,1387,86.4,18318,5814,617,674,91.5,465,529,87.9,63,93,67.7,6,3.5,2.2,2.5,26,121,20,1,150,Matches
717,Marcos Vinicios Sorriso,br BRA,"FW,DF",Bragantino,21,2001,10.4,293,457,64.1,4344,1558,181,215,84.2,87,112,77.7,17,81,21,0,1.2,1.5,-1.2,16,27,8,2,34,Matches
718,Vinicius,br BRA,MF,Santos,23,1999,0.3,2,6,33.3,25,0,1,3,33.3,1,3,33.3,0,0,,0,0,0,0,0,0,0,0,0,Matches
719,Vinícius,br BRA,FW,Goiás,29,1993,13,326,496,65.7,5219,1518,165,209,78.9,121,170,71.2,22,57,38.6,2,1.3,1.4,0.7,18,30,20,5,53,Matches
720,Vinícius,br BRA,FW,Grêmio,31,1991,7.3,285,351,81.2,4695,1450,142,159,89.3,103,124,83.1,28,39,71.8,0,1,0.8,-1,8,38,12,2,44,Matches
721,Marcos Vinicius,br BRA,"DF,MF",Coritiba,25,1997,1.9,51,89,57.3,881,375,24,32,75,23,34,67.6,4,11,36.4,0,0.3,0.2,-0.3,2,1,0,0,3,Matches
722,Mateus Vital,br BRA,MF,Cruzeiro,24,1998,20.9,760,904,84.1,12461,3038,403,449,89.8,274,311,88.1,66,88,75,2,2.2,3,-0.2,30,88,29,6,126,Matches
723,Vitão,br BRA,DF,Internacional,22,2000,22.7,959,1102,87,18472,5777,269,298,90.3,606,650,93.2,73,127,57.5,0,0.5,0.7,-0.5,7,63,1,1,60,Matches
724,Vitão,br BRA,DF,Cuiabá,22,2000,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
725,Vitinho,br BRA,"FW,MF",Bragantino,23,1999,22.8,655,876,74.8,9837,2365,381,434,87.8,214,274,78.1,40,88,45.5,2,3,3.5,-1,28,34,29,9,62,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
726,José Vitor,br BRA,DF,Vasco da Gama,20,2002,1.2,54,63,85.7,1237,313,12,13,92.3,27,30,90,14,18,77.8,0,0,0,0,0,1,1,1,1,Matches
727,Paulo Vitor,br BRA,"MF,DF",Cruzeiro,23,1999,1.4,67,76,88.2,1131,235,36,37,97.3,21,24,87.5,10,10,100,0,0.1,0.2,-0.1,2,7,2,2,7,Matches
728,Paulo Vitor,br BRA,MF,Atlético Mineiro,18,2004,0.2,17,17,100,279,92,8,8,100,7,7,100,1,1,100,0,0,0,0,0,1,0,0,1,Matches
729,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,16,2006,2.9,62,80,77.5,942,107,36,43,83.7,17,23,73.9,5,7,71.4,0,0.8,0.1,-0.8,3,6,0,0,5,Matches
730,Vladimir,br BRA,GK,Santos,33,1989,2.3,37,54,68.5,949,587,8,8,100,19,20,95,10,25,40,0,0,0,0,0,0,0,0,0,Matches
731,Walter,br BRA,GK,Cuiabá,35,1987,35,699,934,74.8,21038,15503,109,110,99.1,314,318,98.7,274,501,54.7,0,0,0,0,0,19,0,0,0,Matches
732,Talles Wander,br BRA,"FW,MF",São Paulo,19,2003,0.2,6,7,85.7,106,26,2,2,100,4,5,80,0,0,,0,0,0,0,1,1,1,0,2,Matches
733,Wanderson,br BRA,DF,América (MG),31,1991,5.6,121,166,72.9,2660,1137,38,43,88.4,61,76,80.3,22,45,48.9,0,0,0,0,1,8,0,0,10,Matches
734,Wanderson,br BRA,"FW,MF",Internacional,28,1994,26,628,811,77.4,9067,2225,388,442,87.8,195,253,77.1,32,68,47.1,3,2.6,3,0.4,31,34,34,10,71,Matches
735,Deivid Washington,br BRA,FW,Santos,17,2005,4.7,57,79,72.2,733,162,37,47,78.7,16,21,76.2,1,1,100,0,0.1,0.1,-0.1,3,2,1,0,5,Matches
736,Welington,br BRA,DF,São Paulo,21,2001,10.4,448,550,81.5,7707,2406,211,234,90.2,203,232,87.5,30,55,54.5,0,1.5,0.9,-1.5,12,26,12,6,44,Matches
737,José Welison,br BRA,MF,Fortaleza,27,1995,18.6,692,860,80.5,12084,3388,305,338,90.2,288,342,84.2,74,117,63.2,2,1.1,0.8,0.9,17,88,6,3,105,Matches
738,João Wellington,br BRA,MF,Cruzeiro,19,2004,4.1,92,113,81.4,1298,424,58,65,89.2,32,41,78,1,5,20,0,0,0.6,0,0,9,0,0,11,Matches
739,Wesley,br BRA,"FW,MF",Cruzeiro,23,1999,19.7,384,576,66.7,5913,1499,225,279,80.6,122,199,61.3,27,49,55.1,1,1.5,1.3,-0.5,17,33,16,4,63,Matches
740,Wesley,br BRA,DF,Flamengo,19,2003,27.9,1283,1501,85.5,18156,4468,758,832,91.1,435,498,87.3,33,66,50,1,2.9,3.2,-1.9,23,76,32,11,109,Matches
741,Wesley,br BRA,DF,Grêmio,19,2004,1,21,39,53.8,267,136,16,19,84.2,5,14,35.7,0,4,0,0,0,0,0,0,2,0,0,1,Matches
742,Wéverton,br BRA,GK,Palmeiras,35,1987,35,938,1193,78.6,25326,17027,163,163,100,475,479,99.2,294,539,54.5,0,0.1,0.1,-0.1,2,18,1,0,0,Matches
743,William,br BRA,DF,Cruzeiro,27,1995,29.4,1177,1600,73.6,20755,7936,567,659,86,461,597,77.2,134,262,51.1,2,4.8,4.2,-2.8,30,125,44,20,159,Matches
744,Willian,br BRA,"FW,MF",Ath Paranaense,36,1986,6.4,128,156,82.1,1739,296,74,82,90.2,39,46,84.8,6,8,75,0,0.4,0.3,-0.4,7,5,3,1,10,Matches
745,Willian,br BRA,MF,Goiás,29,1993,24.4,885,1050,84.3,16233,4656,364,414,87.9,403,455,88.6,99,134,73.9,0,0.6,0.8,-0.6,14,68,10,1,68,Matches
746,Xavier,br BRA,DF,Goiás,22,2000,0.7,,,,,,,,,,,,,,,0,,,,,,,,,Matches
747,Samuel Xavier,br BRA,DF,Fluminense,32,1990,23.4,1182,1387,85.2,16792,4990,708,757,93.5,364,423,86.1,59,107,55.1,2,2.9,2.1,-0.9,22,87,14,4,91,Matches
748,Yago,br BRA,MF,Bahia,27,1995,15.1,569,673,84.5,8666,2293,311,339,91.7,176,210,83.8,46,66,69.7,0,0.6,0.7,-0.6,13,38,13,4,55,Matches
749,Vinícius Zanocelo,br BRA,"MF,FW",Fortaleza,22,2001,0.9,62,68,91.2,928,213,38,41,92.7,19,19,100,3,4,75,0,0,0,0,0,9,0,0,4,Matches
750,Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,20,2002,12.7,438,583,75.1,7325,1930,234,279,83.9,148,182,81.3,48,85,56.5,2,1.8,1.7,0.2,20,53,7,0,72,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
