Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
716,Mathías Villasanti,py PAR,MF,Grêmio,26,1997,29.4,94,58,46,37,11,42,115,36.5,73,47,11,36,34,128,48,0,Matches
717,Marcos Vinicios Sorriso,br BRA,"FW,DF",Bragantino,21,2001,10.4,22,15,5,11,6,5,13,38.5,8,18,0,18,8,30,6,0,Matches
718,Vinicius,br BRA,MF,Santos,23,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
719,Vinícius,br BRA,FW,Goiás,29,1993,13.0,18,13,7,8,3,8,20,40.0,12,8,1,7,12,30,24,0,Matches
720,Vinícius,br BRA,FW,Grêmio,31,1991,7.3,3,1,1,2,0,2,10,20.0,8,5,0,5,7,10,5,0,Matches
721,Marcos Vinicius,br BRA,"DF,MF",Coritiba,25,1997,1.9,4,4,1,3,0,1,2,50.0,1,0,0,0,4,8,6,0,Matches
722,Mateus Vital,br BRA,MF,Cruzeiro,24,1998,20.9,24,14,8,14,2,10,24,41.7,14,14,1,13,7,31,4,0,Matches
723,Vitão,br BRA,DF,Internacional,22,2000,22.7,16,14,10,6,0,9,23,39.1,14,26,16,10,16,32,104,0,Matches
724,Vitão,br BRA,DF,Cuiabá,22,2000,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,Matches
725,Vitinho,br BRA,"FW,MF",Bragantino,23,1999,22.8,35,21,12,18,5,10,43,23.3,33,28,1,27,11,46,10,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
726,José Vitor,br BRA,DF,Vasco da Gama,20,2002,1.2,0,0,0,0,0,0,1,0.0,1,4,2,2,0,0,4,0,Matches
727,Paulo Vitor,br BRA,"MF,DF",Cruzeiro,23,1999,1.4,2,2,0,2,0,0,2,0.0,2,2,1,1,0,2,1,0,Matches
728,Paulo Vitor,br BRA,MF,Atlético Mineiro,18,2004,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,Matches
729,Rayan Vitor,br BRA,"FW,MF",Vasco da Gama,16,2006,2.9,2,1,0,2,0,0,2,0.0,2,1,0,1,0,2,2,0,Matches
730,Vladimir,br BRA,GK,Santos,33,1989,2.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,Matches
731,Walter,br BRA,GK,Cuiabá,35,1987,35.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,1,Matches
732,Talles Wander,br BRA,"FW,MF",São Paulo,19,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
733,Wanderson,br BRA,DF,América (MG),31,1991,5.6,5,4,4,0,1,1,7,14.3,6,6,4,2,4,9,28,0,Matches
734,Wanderson,br BRA,"FW,MF",Internacional,28,1994,26.0,35,24,12,14,9,15,41,36.6,26,19,3,16,16,51,13,0,Matches
735,Deivid Washington,br BRA,FW,Santos,17,2005,4.7,4,1,0,1,3,2,8,25.0,6,4,0,4,1,5,3,0,Matches
736,Welington,br BRA,DF,São Paulo,21,2001,10.4,16,13,10,3,3,11,18,61.1,7,10,3,7,3,19,25,0,Matches
737,José Welison,br BRA,MF,Fortaleza,27,1995,18.6,49,30,20,25,4,18,34,52.9,16,24,5,19,23,72,24,0,Matches
738,João Wellington,br BRA,MF,Cruzeiro,19,2004,4.1,5,4,4,1,0,2,3,66.7,1,4,0,4,1,6,10,0,Matches
739,Wesley,br BRA,"FW,MF",Cruzeiro,23,1999,19.7,36,23,12,20,4,17,47,36.2,30,17,0,17,12,48,9,0,Matches
740,Wesley,br BRA,DF,Flamengo,19,2003,27.9,74,48,42,26,6,32,69,46.4,37,24,10,14,40,114,64,1,Matches
741,Wesley,br BRA,DF,Grêmio,19,2004,1.0,3,2,2,1,0,2,3,66.7,1,0,0,0,1,4,0,1,Matches
742,Wéverton,br BRA,GK,Palmeiras,35,1987,35.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,10,1,Matches
743,William,br BRA,DF,Cruzeiro,27,1995,29.4,64,38,36,17,11,31,84,36.9,53,53,4,49,49,113,58,1,Matches
744,Willian,br BRA,"FW,MF",Ath Paranaense,36,1986,6.4,9,7,0,7,2,2,8,25.0,6,3,0,3,1,10,0,0,Matches
745,Willian,br BRA,MF,Goiás,29,1993,24.4,54,31,21,29,4,24,50,48.0,26,30,15,15,50,104,61,1,Matches
746,Xavier,br BRA,DF,Goiás,22,2000,0.7,,4,,,,,,,,,,,1,,,,Matches
747,Samuel Xavier,br BRA,DF,Fluminense,32,1990,23.4,29,18,12,11,6,20,30,66.7,10,27,12,15,16,45,32,0,Matches
748,Yago,br BRA,MF,Bahia,27,1995,15.1,45,25,15,18,12,23,54,42.6,31,22,2,20,16,61,14,1,Matches
749,Vinícius Zanocelo,br BRA,"MF,FW",Fortaleza,22,2001,0.9,1,1,1,0,0,1,4,25.0,3,2,1,1,3,4,3,0,Matches
750,Bruno Zapelli,ar ARG,"MF,FW",Ath Paranaense,20,2002,12.7,16,7,6,8,2,13,22,59.1,9,17,1,16,7,23,3,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
751,Federico Zaracho,ar ARG,"MF,FW",Atlético Mineiro,24,1998,21.6,71,42,27,37,7,27,92,29.3,65,29,4,25,31,102,22,0,Matches
752,Zinho,br BRA,"FW,MF",Grêmio,19,2003,2.7,2,2,1,0,1,0,8,0.0,8,1,0,1,1,3,1,0,Matches
