,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,488.00,Natan,br BRA,DF,Bragantino,21.00,"2,001.00",10.00,9.00,836.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.30,0.00,0.30,7.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
,489.00,Natanael,br BRA,DF,Coritiba,21.00,"2,002.00",33.00,29.00,"2,506.00",27.80,0.00,1.00,1.00,0.00,0.00,0.00,8.00,0.00,0.70,0.70,1.60,2.30,43.00,79.00,120.00,0.00,0.04,0.04,0.00,0.04,0.03,0.06,0.08,0.03,0.08,Matches
,490.00,Nathan,br BRA,DF,Santos,21.00,"2,001.00",7.00,7.00,493.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.60,0.60,16.00,14.00,24.00,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.11,0.01,0.11,Matches
,491.00,Nathan,br BRA,"MF,FW",Grêmio,26.00,"1,996.00",20.00,7.00,683.00,7.60,1.00,1.00,2.00,1.00,0.00,0.00,3.00,0.00,1.10,1.10,1.10,2.30,13.00,39.00,40.00,0.13,0.13,0.26,0.13,0.26,0.15,0.15,0.30,0.15,0.30,Matches
,492.00,Rafael Navarro,br BRA,FW,Palmeiras,22.00,"2,000.00",3.00,1.00,125.00,1.40,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.20,1.20,0.10,1.30,2.00,6.00,8.00,0.72,0.00,0.72,0.72,0.72,0.86,0.06,0.92,0.86,0.92,Matches
,493.00,Kaiky Naves,br BRA,"DF,FW",Palmeiras,20.00,"2,002.00",10.00,5.00,526.00,5.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.00,0.20,2.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
,494.00,Felipe Negrucci,br BRA,MF,São Paulo,18.00,"2,004.00",1.00,0.00,15.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,495.00,Emerson Negueba,br BRA,FW,Cuiabá,22.00,"2,000.00",10.00,5.00,484.00,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,9.00,11.00,50.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
,496.00,Neris,br BRA,DF,Cruzeiro,30.00,"1,992.00",26.00,24.00,"2,113.00",23.50,0.00,1.00,1.00,0.00,0.00,0.00,8.00,0.00,0.70,0.70,0.70,1.40,21.00,89.00,3.00,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.06,0.03,0.06,Matches
,497.00,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,22.00,"2,000.00",25.00,17.00,"1,451.00",16.10,1.00,2.00,3.00,1.00,0.00,0.00,5.00,1.00,3.20,3.20,4.60,7.80,43.00,65.00,101.00,0.06,0.12,0.19,0.06,0.19,0.20,0.29,0.48,0.20,0.48,Matches
,498.00,João Neto,br BRA,"MF,DF",Fluminense,19.00,"2,003.00",3.00,0.00,52.00,0.60,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,0.00,2.00,12.00,1.73,0.00,1.73,1.73,1.73,0.72,0.00,0.72,0.72,0.72,Matches
,499.00,Gabriel Neves,uy URU,MF,São Paulo,25.00,"1,997.00",20.00,13.00,967.00,10.70,1.00,0.00,1.00,1.00,0.00,0.00,6.00,1.00,0.10,0.10,0.20,0.30,11.00,85.00,24.00,0.09,0.00,0.09,0.09,0.09,0.01,0.02,0.03,0.01,0.03,Matches
,500.00,Newton,br BRA,MF,Botafogo (RJ),22.00,"2,000.00",1.00,0.00,8.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.20,0.36,0.16,0.36,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,501.00,Nicolas,br BRA,DF,América (MG),25.00,"1,997.00",11.00,8.00,720.00,8.00,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.20,0.20,0.20,0.40,15.00,18.00,24.00,0.12,0.12,0.25,0.12,0.25,0.03,0.02,0.05,0.03,0.05,Matches
,502.00,Nikão,br BRA,"FW,MF",Cruzeiro,30.00,"1,992.00",22.00,7.00,798.00,8.90,2.00,3.00,5.00,2.00,0.00,0.00,1.00,0.00,0.60,0.60,2.40,3.00,11.00,43.00,87.00,0.23,0.34,0.56,0.23,0.56,0.07,0.27,0.34,0.07,0.34,Matches
,503.00,Nino,br BRA,DF,Fluminense,25.00,"1,997.00",26.00,26.00,"2,155.00",23.90,2.00,0.00,2.00,2.00,0.00,0.00,5.00,2.00,1.20,1.20,0.50,1.70,42.00,108.00,5.00,0.08,0.00,0.08,0.08,0.08,0.05,0.02,0.07,0.05,0.07,Matches
,504.00,Freddy Noguera,py PAR,FW,Grêmio,19.00,"2,004.00",1.00,0.00,30.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,505.00,Nonato,br BRA,MF,Santos,24.00,"1,998.00",14.00,7.00,661.00,7.30,1.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,0.40,0.40,0.20,0.60,10.00,24.00,18.00,0.14,0.00,0.14,0.14,0.14,0.05,0.03,0.08,0.05,0.08,Matches
,506.00,Gabriel Novaes,br BRA,FW,Goiás,23.00,"1,999.00",3.00,1.00,95.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,2.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches
,507.00,Ruan Oliveira Ferreira,br BRA,"MF,FW",Corinthians,22.00,"2,000.00",19.00,11.00,883.00,9.80,2.00,1.00,3.00,2.00,0.00,0.00,3.00,0.00,0.50,0.50,1.20,1.70,23.00,30.00,44.00,0.20,0.10,0.31,0.20,0.31,0.05,0.13,0.18,0.05,0.18,Matches
,508.00,Lucas Oliveira,br BRA,DF,Cruzeiro,26.00,"1,996.00",16.00,15.00,"1,310.00",14.60,1.00,0.00,1.00,1.00,0.00,0.00,7.00,2.00,0.40,0.40,0.20,0.60,11.00,67.00,4.00,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
,509.00,Pedro Oliveira,br BRA,"FW,MF",Goiás,18.00,"2,004.00",4.00,2.00,195.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.10,0.40,2.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.17,0.10,0.17,Matches
,510.00,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,27.00,"1,995.00",32.00,30.00,"2,543.00",28.30,4.00,7.00,11.00,4.00,0.00,0.00,4.00,0.00,5.40,5.40,5.80,11.20,112.00,199.00,182.00,0.14,0.25,0.39,0.14,0.39,0.19,0.21,0.40,0.19,0.40,Matches
,511.00,Luca Orellano,ar ARG,"FW,MF",Vasco da Gama,22.00,"2,000.00",18.00,6.00,622.00,6.90,1.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,1.10,1.10,1.00,2.10,23.00,35.00,47.00,0.14,0.14,0.29,0.14,0.29,0.16,0.14,0.30,0.16,0.30,Matches
,512.00,Leo Ortiz,br BRA,DF,Bragantino,27.00,"1,996.00",20.00,19.00,"1,603.00",17.80,2.00,0.00,2.00,2.00,0.00,0.00,3.00,0.00,1.90,1.90,0.60,2.50,28.00,142.00,2.00,0.11,0.00,0.11,0.11,0.11,0.11,0.03,0.14,0.11,0.14,Matches
,513.00,Otávio,br BRA,MF,Atlético Mineiro,28.00,"1,994.00",27.00,27.00,"2,307.00",25.60,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.40,0.40,0.40,0.80,12.00,135.00,12.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
,514.00,João Othavio Basso,br BRA,DF,Santos,26.00,"1,997.00",14.00,14.00,"1,150.00",12.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.50,0.20,0.60,10.00,43.00,2.00,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
,515.00,Luis Oyama,br BRA,MF,Goiás,26.00,"1,997.00",9.00,5.00,561.00,6.20,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.40,0.40,0.20,0.60,13.00,33.00,18.00,0.16,0.00,0.16,0.16,0.16,0.06,0.04,0.10,0.06,0.10,Matches
,516.00,Pablinho,br BRA,FW,Cuiabá,19.00,"2,003.00",2.00,0.00,34.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,517.00,Pablo,br BRA,FW,Ath Paranaense,30.00,"1,992.00",25.00,14.00,"1,396.00",15.50,7.00,2.00,9.00,7.00,0.00,0.00,3.00,0.00,6.10,6.10,1.60,7.70,15.00,36.00,60.00,0.45,0.13,0.58,0.45,0.58,0.39,0.10,0.49,0.39,0.49,Matches
,518.00,Pablo,br BRA,DF,Flamengo,31.00,"1,991.00",7.00,4.00,421.00,4.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.00,0.10,4.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
,519.00,Bruno Pacheco,br BRA,DF,Fortaleza,31.00,"1,991.00",31.00,30.00,"2,669.00",29.70,2.00,3.00,5.00,2.00,0.00,0.00,5.00,0.00,0.90,0.90,1.90,2.80,49.00,133.00,98.00,0.07,0.10,0.17,0.07,0.17,0.03,0.07,0.10,0.03,0.10,Matches
,520.00,Helibelton Palacios,co COL,DF,Cruzeiro,29.00,"1,993.00",10.00,6.00,629.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.30,0.30,0.10,0.30,6.00,27.00,34.00,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
,521.00,Julián Palacios,ar ARG,"FW,MF",Goiás,23.00,"1,999.00",27.00,19.00,"1,632.00",18.10,1.00,1.00,2.00,1.00,0.00,0.00,7.00,0.00,1.40,1.40,2.90,4.30,49.00,98.00,116.00,0.06,0.06,0.11,0.06,0.11,0.08,0.16,0.24,0.08,0.24,Matches
,522.00,Nino Paraíba,br BRA,DF,América (MG),37.00,"1,986.00",4.00,2.00,197.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.50,0.50,4.00,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.24,0.03,0.24,Matches
,523.00,Mateus Pasinato,br BRA,GK,América (MG),30.00,"1,992.00",10.00,10.00,900.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,524.00,Weslley Patati,br BRA,"FW,MF",Santos,19.00,"2,003.00",9.00,0.00,136.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.10,0.90,9.00,8.00,20.00,0.00,0.00,0.00,0.00,0.00,0.54,0.08,0.62,0.54,0.62,Matches
,525.00,Alexandre Pato,br BRA,"FW,MF",São Paulo,33.00,"1,989.00",9.00,1.00,161.00,1.80,2.00,0.00,2.00,2.00,0.00,1.00,0.00,0.00,1.30,0.30,0.30,0.70,2.00,9.00,10.00,1.12,0.00,1.12,1.12,1.12,0.71,0.18,0.89,0.19,0.37,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,526.00,Patrick,br BRA,"MF,FW",Atlético Mineiro,30.00,"1,992.00",23.00,2.00,559.00,6.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.90,0.90,1.50,2.40,20.00,22.00,54.00,0.00,0.00,0.00,0.00,0.00,0.15,0.24,0.39,0.15,0.39,Matches
,527.00,Alan Patrick,br BRA,"MF,FW",Internacional,31.00,"1,991.00",34.00,28.00,"2,452.00",27.20,4.00,5.00,9.00,3.00,1.00,1.00,6.00,0.00,4.40,3.60,5.20,8.80,62.00,159.00,130.00,0.15,0.18,0.33,0.11,0.29,0.16,0.19,0.35,0.13,0.32,Matches
,528.00,Luan Patrick,br BRA,DF,Bragantino,21.00,"2,002.00",14.00,12.00,"1,113.00",12.40,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.60,0.60,1.20,1.70,6.00,42.00,1.00,0.00,0.08,0.08,0.00,0.08,0.05,0.09,0.14,0.05,0.14,Matches
,529.00,Patryck,br BRA,DF,São Paulo,20.00,"2,003.00",6.00,4.00,375.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.00,0.10,4.00,4.00,16.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
,530.00,Giuliano de Paula,br BRA,"MF,FW",Corinthians,32.00,"1,990.00",30.00,19.00,"1,633.00",18.10,2.00,1.00,3.00,2.00,0.00,0.00,2.00,0.00,1.50,1.50,0.80,2.30,15.00,97.00,34.00,0.11,0.06,0.17,0.11,0.17,0.08,0.04,0.13,0.08,0.13,Matches
,531.00,Jair Paula,br BRA,DF,Santos,17.00,"2,005.00",2.00,0.00,32.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
,532.00,Paulinho,br BRA,DF,América (MG),18.00,"2,004.00",1.00,0.00,24.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,533.00,Paulinho,br BRA,"FW,MF",Atlético Mineiro,22.00,"2,000.00",36.00,35.00,"2,991.00",33.20,20.00,2.00,22.00,20.00,0.00,0.00,3.00,0.00,14.90,14.90,2.50,17.30,95.00,77.00,234.00,0.60,0.06,0.66,0.60,0.66,0.45,0.07,0.52,0.45,0.52,Matches
,534.00,Paulinho,br BRA,MF,Vasco da Gama,26.00,"1,997.00",20.00,19.00,"1,634.00",18.20,1.00,2.00,3.00,1.00,0.00,0.00,7.00,1.00,0.60,0.60,1.70,2.30,47.00,124.00,55.00,0.06,0.11,0.17,0.06,0.17,0.03,0.09,0.12,0.03,0.12,Matches
,535.00,Paulinho,br BRA,DF,Vasco da Gama,17.00,"2,005.00",1.00,0.00,45.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
,536.00,Paulinho,br BRA,"MF,FW",Corinthians,34.00,"1,988.00",4.00,1.00,148.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.30,0.50,3.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.13,0.20,0.33,0.13,0.33,Matches
,537.00,Caio Paulista,br BRA,DF,São Paulo,24.00,"1,998.00",28.00,23.00,"2,078.00",23.10,1.00,2.00,3.00,1.00,0.00,0.00,4.00,0.00,2.00,2.00,1.90,3.90,112.00,121.00,166.00,0.04,0.09,0.13,0.04,0.13,0.09,0.08,0.17,0.09,0.17,Matches
,538.00,Wellington Paulista,br BRA,FW,América (MG),38.00,"1,984.00",10.00,0.00,227.00,2.50,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.90,1.00,0.10,1.00,2.00,5.00,5.00,0.40,0.00,0.40,0.40,0.40,0.77,0.02,0.79,0.39,0.41,Matches
,539.00,João Paulo,br BRA,GK,Santos,27.00,"1,995.00",36.00,36.00,"3,211.00",35.70,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,540.00,Marcos Paulo,br BRA,"FW,MF",São Paulo,21.00,"2,001.00",15.00,6.00,528.00,5.90,2.00,1.00,3.00,2.00,0.00,0.00,2.00,0.00,0.80,0.80,1.50,2.30,13.00,25.00,58.00,0.34,0.17,0.51,0.34,0.51,0.13,0.26,0.39,0.13,0.39,Matches
,541.00,Cristian Pavón,ar ARG,"FW,MF",Atlético Mineiro,27.00,"1,996.00",33.00,21.00,"1,934.00",21.50,3.00,8.00,11.00,2.00,1.00,1.00,7.00,0.00,4.10,3.30,3.90,7.20,85.00,62.00,220.00,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.34,Matches
,542.00,Dimitri Payet,fr FRA,"MF,FW",Vasco da Gama,35.00,"1,987.00",17.00,7.00,800.00,8.90,2.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.70,0.70,2.40,3.10,27.00,42.00,57.00,0.23,0.11,0.34,0.23,0.34,0.07,0.27,0.34,0.07,0.34,Matches
,543.00,Pedrinho,br BRA,"FW,MF",América (MG),23.00,"1,999.00",8.00,4.00,411.00,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.40,1.20,29.00,20.00,29.00,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.25,0.16,0.25,Matches
,544.00,Pedrinho,br BRA,"DF,MF",Ath Paranaense,20.00,"2,002.00",4.00,4.00,360.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,2.00,10.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
,545.00,Pedrinho,br BRA,"MF,FW",Atlético Mineiro,24.00,"1,998.00",15.00,6.00,629.00,7.00,0.00,2.00,2.00,0.00,0.00,0.00,2.00,0.00,0.30,0.30,1.40,1.70,15.00,70.00,34.00,0.00,0.29,0.29,0.00,0.29,0.04,0.20,0.24,0.04,0.24,Matches
,546.00,Pedrinho,br BRA,FW,Flamengo,19.00,"2,003.00",1.00,0.00,19.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,547.00,Pedro,br BRA,FW,Flamengo,25.00,"1,997.00",34.00,26.00,"2,151.00",23.90,13.00,0.00,13.00,9.00,4.00,4.00,1.00,0.00,11.10,7.90,0.90,8.90,16.00,49.00,108.00,0.54,0.00,0.54,0.38,0.38,0.46,0.04,0.50,0.33,0.37,Matches
,548.00,João Pedro,br BRA,FW,Cruzeiro,19.00,"2,003.00",1.00,0.00,13.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,549.00,João Pedro,it ITA,FW,Grêmio,30.00,"1,992.00",14.00,10.00,616.00,6.80,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.30,1.30,8.00,6.00,36.00,0.00,0.15,0.15,0.00,0.15,0.15,0.05,0.19,0.15,0.19,Matches
,550.00,João Pedro,br BRA,DF,Grêmio,26.00,"1,996.00",29.00,23.00,"2,076.00",23.10,3.00,1.00,4.00,3.00,0.00,0.00,1.00,0.00,0.70,0.70,1.20,1.90,60.00,113.00,68.00,0.13,0.04,0.17,0.13,0.17,0.03,0.05,0.08,0.03,0.08,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,551.00,João Pedro Pepê,br BRA,MF,Grêmio,25.00,"1,998.00",18.00,16.00,"1,398.00",15.50,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,1.10,1.10,0.60,1.60,20.00,87.00,39.00,0.06,0.06,0.13,0.06,0.13,0.07,0.04,0.10,0.07,0.10,Matches
,552.00,Jean Pedroso,br BRA,DF,Coritiba,19.00,"2,004.00",7.00,6.00,584.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
,553.00,Matheus Peixoto,br BRA,FW,Goiás,27.00,"1,995.00",13.00,12.00,879.00,9.80,2.00,1.00,3.00,1.00,1.00,1.00,2.00,0.00,2.20,1.40,1.60,3.00,4.00,11.00,28.00,0.20,0.10,0.31,0.10,0.20,0.23,0.16,0.39,0.15,0.31,Matches
,554.00,Léo Pelé,br BRA,DF,Vasco da Gama,26.00,"1,996.00",34.00,30.00,"2,719.00",30.20,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.30,0.30,0.30,0.60,55.00,129.00,9.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
,555.00,Carlos de Pena,uy URU,"MF,FW",Internacional,30.00,"1,992.00",27.00,16.00,"1,425.00",15.80,2.00,0.00,2.00,2.00,0.00,0.00,6.00,1.00,1.40,1.40,0.90,2.30,23.00,83.00,55.00,0.13,0.00,0.13,0.13,0.13,0.09,0.06,0.14,0.09,0.14,Matches
,556.00,Léo Pereira,br BRA,DF,Flamengo,27.00,"1,996.00",32.00,32.00,"2,645.00",29.40,3.00,1.00,4.00,3.00,0.00,0.00,6.00,0.00,1.80,1.80,0.40,2.20,43.00,177.00,16.00,0.10,0.03,0.14,0.10,0.14,0.06,0.01,0.07,0.06,0.07,Matches
,557.00,Matheus Pereira,pt POR,"FW,MF",Cruzeiro,26.00,"1,996.00",15.00,12.00,"1,022.00",11.40,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,1.90,1.90,2.80,4.70,17.00,60.00,74.00,0.09,0.09,0.18,0.09,0.18,0.17,0.24,0.42,0.17,0.42,Matches
,558.00,Bruno Peres,br BRA,"DF,MF",Ath Paranaense,32.00,"1,990.00",5.00,1.00,157.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.16,0.01,0.16,Matches
,559.00,Lucas Perri,br BRA,GK,Botafogo (RJ),25.00,"1,997.00",38.00,38.00,"3,375.00",37.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,560.00,Lucas Piazon,br BRA,FW,Botafogo (RJ),29.00,"1,994.00",1.00,0.00,20.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,561.00,Yago Pikachu,br BRA,"FW,MF",Fortaleza,30.00,"1,992.00",37.00,16.00,"1,751.00",19.50,7.00,1.00,8.00,7.00,0.00,1.00,5.00,0.00,5.50,4.70,2.80,7.50,40.00,62.00,170.00,0.36,0.05,0.41,0.36,0.41,0.28,0.14,0.43,0.24,0.39,Matches
,562.00,Rodrigo Pinho,br BRA,FW,Coritiba,31.00,"1,991.00",10.00,5.00,385.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.90,0.90,0.20,1.10,4.00,4.00,11.00,0.00,0.00,0.00,0.00,0.00,0.21,0.04,0.25,0.21,0.25,Matches
,563.00,Joaquín Piquerez,uy URU,DF,Palmeiras,24.00,"1,998.00",29.00,29.00,"2,526.00",28.10,3.00,5.00,8.00,2.00,1.00,1.00,5.00,0.00,2.00,1.30,3.70,4.90,55.00,128.00,163.00,0.11,0.18,0.29,0.07,0.25,0.07,0.13,0.20,0.04,0.18,Matches
,564.00,Gabriel Pirani,br BRA,"MF,FW",Fluminense,20.00,"2,002.00",9.00,6.00,396.00,4.40,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.60,1.60,0.00,1.60,13.00,6.00,25.00,0.23,0.00,0.23,0.23,0.23,0.37,0.00,0.37,0.37,0.37,Matches
,565.00,Rafael Pires,br BRA,GK,São Paulo,33.00,"1,989.00",33.00,33.00,"2,970.00",33.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,566.00,Lucas Piton,br BRA,DF,Vasco da Gama,22.00,"2,000.00",37.00,37.00,"3,283.00",36.50,0.00,4.00,4.00,0.00,0.00,0.00,5.00,0.00,1.00,1.00,4.90,6.00,88.00,147.00,220.00,0.00,0.11,0.11,0.00,0.11,0.03,0.14,0.16,0.03,0.16,Matches
,567.00,Isidro Pitta,py PAR,FW,Cuiabá,23.00,"1,999.00",29.00,7.00,823.00,9.10,5.00,1.00,6.00,4.00,1.00,1.00,0.00,0.00,3.50,2.70,0.40,3.10,23.00,21.00,77.00,0.55,0.11,0.66,0.44,0.55,0.38,0.04,0.42,0.30,0.34,Matches
,568.00,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,26.00,"1,996.00",35.00,26.00,"1,991.00",22.10,2.00,3.00,5.00,2.00,0.00,0.00,2.00,0.00,2.90,2.90,3.90,6.90,55.00,107.00,130.00,0.09,0.14,0.23,0.09,0.23,0.13,0.18,0.31,0.13,0.31,Matches
,569.00,Luan Polli,br BRA,GK,Coritiba,29.00,"1,993.00",5.00,4.00,385.00,4.30,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,570.00,Wesley Pombo,br BRA,MF,Coritiba,20.00,"2,002.00",1.00,0.00,50.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
